date,id,name,y_items,y_actual_cost,total_list_size
01/11/2016,P84065,THE SINGH MEDICAL PRACTICE,145,316.51,3924
01/11/2016,P84040,CONRAN MEDICAL CENTRE,210,774.51,5573
01/11/2016,P84059,LIME SQUARE MEDICAL CENTRE,235,553.29,6166
01/11/2016,P84021,THE MAPLES MEDICAL CENTRE,315,838.33,8240
01/11/2016,P84054,WHITLEY ROAD MEDICAL CENTRE,262,740.93,6542
01/11/2016,P84016,LEVENSHULME MEDICAL PRACTICE,303,699.47,7429
01/11/2016,P84041,CORNERSTONE FAMILY PRACTICE,274,879.54,6584
01/11/2016,P84025,ST GEORGE'S MEDICAL CENTRE,284,755.41,6808
01/11/2016,P84637,DR KHAN'S PRACTICE,111,268.67,2655
01/11/2016,P84024,BOWLAND MEDICAL PRACTICE,348,1369.87,7636
01/11/2016,P84049,THE AVENUE MEDICAL CENTRE,467,1298.56,10237
01/11/2016,P84028,GORTON MEDICAL CENTRE,402,829.65,8239
01/11/2016,P84690,DAM HEAD MEDICAL CENTRE,143,226.49,2734
01/11/2016,P84033,BEACON MEDICAL CENTRE,202,607.44,3835
01/11/2016,P84014,RK MEDICAL PRACTICE,253,493.07,4360
01/11/2016,Y02849,CITY HEALTH CENTRE,667,1740.28,9032
01/11/2016,Y02890,HAWTHORN MC,419,1354.98,4962
01/12/2016,P84676,OSWALD ROAD MEDICAL PRACTICE,3,10.49,4211
01/12/2016,Y02520,SIMPSON MEDICAL PRACTICE,53,371.14,5737
01/12/2016,P84023,SURREY LODGE PRACTICE,100,409.12,8397
01/12/2016,P84630,THE ARCH MEDICAL PRACTICE,184,769.17,14705
01/12/2016,P84683,THE DOC'S SURGERY,91,193.32,7117
01/12/2016,P84018,MAULDETH MEDICAL CENTRE,89,118.68,6026
01/12/2016,P84039,THE RANGE MEDICAL CENTRE,128,358.51,8104
01/12/2016,P84665,AL-SHIFA MEDICAL CENTRE,45,60.78,2775
01/12/2016,P84034,BARLOW MEDICAL CENTRE,234,550.1,13941
01/12/2016,P84669,CORNBROOK MEDICAL PRACTICE,189,506.37,11016
01/12/2016,P84027,WEST POINT MEDICAL CENTRE,125,361.21,7242
01/12/2016,P84035,BODEY MEDICAL CENTRE,298,806.52,16934
01/12/2016,P84017,LADYBARN GROUP PRACTICE,184,410.83,10431
01/12/2016,P84652,CORKLAND ROAD MEDICAL PRACTICE,135,282.91,7528
01/12/2016,P84650,THE ALEXANDRA PRACTICE,103,293.27,5564
01/12/2016,P84010,THE BORCHARDT MEDICAL CENTRE,199,426.85,10642
01/12/2016,P84064,NEW ISLINGTON MEDICAL CENTRE,88,210.23,4461
01/12/2016,P84684,JOLLY MEDICAL CENTRE,65,166.03,3253
01/12/2016,P84038,ASHVILLE SURGERY,175,569.27,8723
01/12/2016,P84068,CHORLTON FAMILY PRACTICE,217,461.62,10515
01/12/2016,P84635,THE WHITSWOOD PRACTICE,77,303.87,3719
01/12/2016,P84005,THE VALLANCE CENTRE,132,298.86,6375
01/12/2016,P84009,AILSA CRAIG MEDICAL CENTRE,200,1188.99,9600
01/12/2016,P84056,PRINCESS ROAD SURGERY,98,278.41,4627
01/12/2016,P84623,ALEESHAN MEDICAL CENTRE,27,29.83,1250
01/12/2016,P84689,LONGSIGHT MEDICAL PRACTICE,102,385.81,4668
01/12/2016,P84053,ASHCROFT SURGERY,176,509.98,8000
01/12/2016,P84050,MOUNT ROAD SURGERY,170,739.87,7723
01/12/2016,P84072,THE ROBERT DARBISHIRE PRACTICE,455,1686.15,20390
01/12/2016,P84616,MANCHESTER MEDICAL,167,463.67,6952
01/12/2016,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,258,599.04,10305
01/12/2016,P84026,DICKENSON ROAD MEDICAL CENTRE,171,291.37,6784
01/12/2016,P84061,BROOKLANDS MEDICAL PRACTICE,149,312.75,5899
01/12/2016,P84022,KINGSWAY MEDICAL PRACTICE,150,326.31,5918
01/12/2016,P84631,ARTANE MEDICAL CENTRE,63,258.87,2461
01/12/2016,P84640,QUEENS MEDICAL CENTRE,74,320.28,2870
01/12/2016,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,282,1022.04,10819
01/12/2016,P84070,NEWTON HEATH MEDICAL CENTRE,163,327.55,6172
01/12/2016,P84672,WOODLANDS MEDICAL PRACTICE,86,187.17,3204
01/12/2016,P84004,FIVE OAKS FAMILIY PRACTICE,241,731.15,8978
01/12/2016,P84065,THE SINGH MEDICAL PRACTICE,106,286.94,3924
01/12/2016,Y02325,CHARLESTOWN MD,99,286.6,3602
01/12/2016,P84663,THE NEVILLE FAMILY CENTRE,107,294.37,3787
01/12/2016,Y02960,NEW BANK HEALTH,155,677.59,5440
01/12/2016,P84030,NEW COLLEGIATE MEDICAL CENTRE,384,1620.59,13429
01/12/2016,P84043,CORNISHWAY GROUP PRACTICE,258,915.1,8945
01/12/2016,P84605,FERNCLOUGH SURGERY,60,261.18,2042
01/12/2016,P84051,EASTLANDS MEDICAL CENTRE,160,644.84,5374
01/12/2016,P84052,WEST GORTON MEDICAL PRACTICE,194,630.49,6509
01/12/2016,P84042,FLORENCE HOUSE MEDICAL PRACTICE,260,1079.25,8504
01/12/2016,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,421,766.27,13552
01/12/2016,P84020,PEEL HALL MEDICAL CENTRE,268,934.29,8531
01/12/2016,P84611,"DR CHIU, KOH AND GAN",187,391.18,5947
01/12/2016,P84037,DR CUNNINGHAM & PARTNERS,216,640.98,6848
01/12/2016,P84071,WILBRAHAM SURGERY,130,290.05,4079
01/12/2016,P84074,WELLFIELD MEDICAL CENTRE,317,1136.82,9941
01/12/2016,P84012,NORTHENDEN GROUP PRACTICE,336,984.59,10534
01/12/2016,P84626,WILMSLOW ROAD SURGERY,149,444.36,4597
01/12/2016,P84016,LEVENSHULME MEDICAL PRACTICE,244,518.36,7429
01/12/2016,P84066,DAVID MEDICAL CENTRE,140,353.21,4211
01/12/2016,P84032,DRS HANIF & BANNURU,218,550.31,6494
01/12/2016,P84644,PARKSIDE SURGERY,147,512.48,4358
01/12/2016,P84045,THE PARK MEDICAL CENTRE,172,478.18,5072
01/12/2016,P84639,FALLOWFIELD MEDICAL CENTRE,74,148.81,2110
01/12/2016,P84048,TREGENNA GROUP PRACTICE,233,545.13,6578
01/12/2016,P84047,DROYLSDEN RD FAMILY PRACTICE,165,421.96,4641
01/12/2016,P84651,NORTHERN MOOR MEDICAL PRACTICE,116,258.24,3257
01/12/2016,P84067,HAZELDENE MEDICAL CENTRE,243,587.43,6725
01/12/2016,P84679,WILLOWBANK SURGERY,64,193.7,1745
01/12/2016,P84019,VALENTINE MEDICAL CENTRE,380,970.14,10354
01/12/2016,P84059,LIME SQUARE MEDICAL CENTRE,228,535.12,6166
01/12/2016,P84021,THE MAPLES MEDICAL CENTRE,306,896.62,8240
01/12/2016,P84645,PARK VIEW MEDICAL CENTRE,224,1187.21,6024
01/12/2016,P84029,BENCHILL MEDICAL PRACTICE,368,1119.44,9714
01/12/2016,P84062,BROOKDALE SURGERY,100,246.11,2596
01/12/2016,P84055,MERSEYBANK SURGERY,103,298.11,2631
01/12/2016,P84024,BOWLAND MEDICAL PRACTICE,304,1012.38,7636
01/12/2016,P84049,THE AVENUE MEDICAL CENTRE,418,998.2,10237
01/12/2016,P84682,BURNAGE HEALTHCARE PRACTICE,94,147.43,2301
01/12/2016,P84690,DAM HEAD MEDICAL CENTRE,113,188.46,2734
01/12/2016,P84041,CORNERSTONE FAMILY PRACTICE,274,665.93,6584
01/12/2016,P84040,CONRAN MEDICAL CENTRE,236,866.46,5573
01/12/2016,P84054,WHITLEY ROAD MEDICAL CENTRE,282,753.98,6542
01/12/2016,P84025,ST GEORGE'S MEDICAL CENTRE,299,835.72,6808
01/12/2016,P84028,GORTON MEDICAL CENTRE,367,880.33,8239
01/12/2016,P84033,BEACON MEDICAL CENTRE,172,566,3835
01/12/2016,P84637,DR KHAN'S PRACTICE,131,272.64,2655
01/12/2016,Y01695,MP VICTORIA MILL,128,431.22,2439
01/12/2016,P84014,RK MEDICAL PRACTICE,276,491.86,4360
01/12/2016,Y02849,CITY HEALTH CENTRE,603,1676.92,9032
01/12/2016,Y02890,HAWTHORN MC,365,1142.42,4962
01/01/2017,P84018,MAULDETH MEDICAL CENTRE,58,82.74,6513
01/01/2017,P84630,THE ARCH MEDICAL PRACTICE,164,454.14,16208
01/01/2017,P84005,THE VALLANCE CENTRE,86,164.65,7481
01/01/2017,P84068,CHORLTON FAMILY PRACTICE,184,533.67,14711
01/01/2017,P84683,THE DOC'S SURGERY,104,237.39,7477
01/01/2017,P84023,SURREY LODGE PRACTICE,123,291.17,8595
01/01/2017,Y02520,SIMPSON MEDICAL PRACTICE,90,476.55,5898
01/01/2017,P84027,WEST POINT MEDICAL CENTRE,112,326.12,7310
01/01/2017,P84669,CORNBROOK MEDICAL PRACTICE,175,554.16,11418
01/01/2017,P84035,BODEY MEDICAL CENTRE,269,810.68,17080
01/01/2017,P84034,BARLOW MEDICAL CENTRE,227,617.22,14119
01/01/2017,P84064,NEW ISLINGTON MEDICAL CENTRE,81,237,4775
01/01/2017,P84050,MOUNT ROAD SURGERY,141,599.28,7920
01/01/2017,P84009,AILSA CRAIG MEDICAL CENTRE,180,769.95,10080
01/01/2017,P84010,THE BORCHARDT MEDICAL CENTRE,191,416.59,10498
01/01/2017,P84665,AL-SHIFA MEDICAL CENTRE,51,82.91,2795
01/01/2017,P84652,CORKLAND ROAD MEDICAL PRACTICE,138,396.43,7536
01/01/2017,P84017,LADYBARN GROUP PRACTICE,194,667.59,10563
01/01/2017,P84039,THE RANGE MEDICAL CENTRE,150,666.13,8139
01/01/2017,P84684,JOLLY MEDICAL CENTRE,62,148.61,3308
01/01/2017,P84038,ASHVILLE SURGERY,174,563.88,8923
01/01/2017,P84650,THE ALEXANDRA PRACTICE,111,288.08,5537
01/01/2017,P84689,LONGSIGHT MEDICAL PRACTICE,96,247.47,4710
01/01/2017,P84072,THE ROBERT DARBISHIRE PRACTICE,448,1545.84,21721
01/01/2017,P84639,FALLOWFIELD MEDICAL CENTRE,44,65.66,2118
01/01/2017,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,231,598.22,10664
01/01/2017,P84053,ASHCROFT SURGERY,176,381.83,8073
01/01/2017,P84635,THE WHITSWOOD PRACTICE,84,414.41,3760
01/01/2017,P84042,FLORENCE HOUSE MEDICAL PRACTICE,198,705.23,8694
01/01/2017,P84070,NEWTON HEATH MEDICAL CENTRE,146,286.15,6301
01/01/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,171,431.27,6885
01/01/2017,P84616,MANCHESTER MEDICAL,178,485.89,7160
01/01/2017,P84623,ALEESHAN MEDICAL CENTRE,30,38.36,1206
01/01/2017,P84061,BROOKLANDS MEDICAL PRACTICE,155,395.6,5984
01/01/2017,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,288,936.06,11116
01/01/2017,P84037,DR CUNNINGHAM & PARTNERS,177,395.99,6771
01/01/2017,P84012,NORTHENDEN GROUP PRACTICE,275,857.06,10428
01/01/2017,P84052,WEST GORTON MEDICAL PRACTICE,176,665.6,6566
01/01/2017,P84644,PARKSIDE SURGERY,122,537.2,4548
01/01/2017,P84056,PRINCESS ROAD SURGERY,127,295.69,4716
01/01/2017,P84004,FIVE OAKS FAMILIY PRACTICE,247,610.37,9056
01/01/2017,P84672,WOODLANDS MEDICAL PRACTICE,87,254.35,3184
01/01/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,372,1230.76,13605
01/01/2017,P84645,PARK VIEW MEDICAL CENTRE,168,742.11,6092
01/01/2017,P84071,WILBRAHAM SURGERY,119,345.65,4305
01/01/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,388,813.46,13881
01/01/2017,P84020,PEEL HALL MEDICAL CENTRE,245,871.95,8721
01/01/2017,P84043,CORNISHWAY GROUP PRACTICE,259,1040.49,9034
01/01/2017,P84679,WILLOWBANK SURGERY,51,72.13,1750
01/01/2017,P84631,ARTANE MEDICAL CENTRE,75,396.43,2553
01/01/2017,P84066,DAVID MEDICAL CENTRE,125,312.21,4248
01/01/2017,Y02960,NEW BANK HEALTH,172,667.64,5841
01/01/2017,P84016,LEVENSHULME MEDICAL PRACTICE,227,641.39,7640
01/01/2017,P84022,KINGSWAY MEDICAL PRACTICE,178,464.61,5981
01/01/2017,P84611,"DR CHIU, KOH AND GAN",179,439.85,5975
01/01/2017,P84663,THE NEVILLE FAMILY CENTRE,114,377.22,3777
01/01/2017,P84626,WILMSLOW ROAD SURGERY,146,374.83,4792
01/01/2017,P84062,BROOKDALE SURGERY,78,124,2551
01/01/2017,P84074,WELLFIELD MEDICAL CENTRE,305,1078.02,9973
01/01/2017,P84048,TREGENNA GROUP PRACTICE,201,608.05,6548
01/01/2017,P84640,QUEENS MEDICAL CENTRE,87,300.41,2830
01/01/2017,P84067,HAZELDENE MEDICAL CENTRE,209,456.49,6744
01/01/2017,P84605,FERNCLOUGH SURGERY,63,336.88,2031
01/01/2017,P84019,VALENTINE MEDICAL CENTRE,349,1101.59,10602
01/01/2017,Y02325,CHARLESTOWN MD,122,413.5,3673
01/01/2017,P84032,DRS HANIF & BANNURU,222,475.12,6440
01/01/2017,P84021,THE MAPLES MEDICAL CENTRE,288,797.4,8332
01/01/2017,P84065,THE SINGH MEDICAL PRACTICE,137,352.42,3955
01/01/2017,P84059,LIME SQUARE MEDICAL CENTRE,213,499.99,6097
01/01/2017,P84045,THE PARK MEDICAL CENTRE,186,464.56,5073
01/01/2017,P84041,CORNERSTONE FAMILY PRACTICE,251,662.83,6712
01/01/2017,P84051,EASTLANDS MEDICAL CENTRE,203,596.59,5391
01/01/2017,P84054,WHITLEY ROAD MEDICAL CENTRE,251,600.52,6604
01/01/2017,P84651,NORTHERN MOOR MEDICAL PRACTICE,135,301.7,3444
01/01/2017,P84637,DR KHAN'S PRACTICE,105,248.74,2658
01/01/2017,P84024,BOWLAND MEDICAL PRACTICE,305,1071.91,7710
01/01/2017,P84040,CONRAN MEDICAL CENTRE,243,486.64,5847
01/01/2017,P84682,BURNAGE HEALTHCARE PRACTICE,96,201.9,2282
01/01/2017,P84049,THE AVENUE MEDICAL CENTRE,437,1123.23,10267
01/01/2017,P84055,MERSEYBANK SURGERY,118,490.31,2665
01/01/2017,P84029,BENCHILL MEDICAL PRACTICE,425,1599.42,9570
01/01/2017,P84028,GORTON MEDICAL CENTRE,373,944.95,8331
01/01/2017,Y01695,MP VICTORIA MILL,114,342.19,2488
01/01/2017,P84025,ST GEORGE'S MEDICAL CENTRE,320,839.14,6794
01/01/2017,P84014,RK MEDICAL PRACTICE,216,407.19,4497
01/01/2017,P84033,BEACON MEDICAL CENTRE,186,713.35,3850
01/01/2017,P84690,DAM HEAD MEDICAL CENTRE,135,220.37,2730
01/01/2017,P84047,DROYLSDEN RD FAMILY PRACTICE,244,554.02,4505
01/01/2017,Y02849,CITY HEALTH CENTRE,651,1632.86,9944
01/01/2017,Y02890,HAWTHORN MC,375,964.05,5089
01/02/2017,P84676,OSWALD ROAD MEDICAL PRACTICE,1,7.2,0
01/02/2017,P84630,THE ARCH MEDICAL PRACTICE,125,355.63,16208
01/02/2017,P84005,THE VALLANCE CENTRE,71,178.48,7481
01/02/2017,P84683,THE DOC'S SURGERY,73,133.68,7477
01/02/2017,P84018,MAULDETH MEDICAL CENTRE,67,93.35,6513
01/02/2017,P84068,CHORLTON FAMILY PRACTICE,178,629.29,14711
01/02/2017,P84023,SURREY LODGE PRACTICE,111,202.21,8595
01/02/2017,P84669,CORNBROOK MEDICAL PRACTICE,148,614.97,11418
01/02/2017,P84034,BARLOW MEDICAL CENTRE,194,662.15,14119
01/02/2017,P84050,MOUNT ROAD SURGERY,109,549.18,7920
01/02/2017,P84072,THE ROBERT DARBISHIRE PRACTICE,318,1243.12,21721
01/02/2017,P84009,AILSA CRAIG MEDICAL CENTRE,151,753.73,10080
01/02/2017,P84035,BODEY MEDICAL CENTRE,270,779.91,17080
01/02/2017,P84650,THE ALEXANDRA PRACTICE,88,439.21,5537
01/02/2017,P84652,CORKLAND ROAD MEDICAL PRACTICE,120,352.45,7536
01/02/2017,P84010,THE BORCHARDT MEDICAL CENTRE,168,555.63,10498
01/02/2017,P84635,THE WHITSWOOD PRACTICE,64,244.79,3760
01/02/2017,P84665,AL-SHIFA MEDICAL CENTRE,48,74.39,2795
01/02/2017,Y02520,SIMPSON MEDICAL PRACTICE,102,656.19,5898
01/02/2017,P84038,ASHVILLE SURGERY,156,696.19,8923
01/02/2017,P84039,THE RANGE MEDICAL CENTRE,143,420.96,8139
01/02/2017,P84053,ASHCROFT SURGERY,142,442.35,8073
01/02/2017,P84027,WEST POINT MEDICAL CENTRE,133,388.59,7310
01/02/2017,P84689,LONGSIGHT MEDICAL PRACTICE,87,424.65,4710
01/02/2017,P84616,MANCHESTER MEDICAL,133,344.16,7160
01/02/2017,P84042,FLORENCE HOUSE MEDICAL PRACTICE,164,691.6,8694
01/02/2017,P84017,LADYBARN GROUP PRACTICE,200,738.61,10563
01/02/2017,P84064,NEW ISLINGTON MEDICAL CENTRE,95,284.15,4775
01/02/2017,P84611,"DR CHIU, KOH AND GAN",120,247.99,5975
01/02/2017,P84663,THE NEVILLE FAMILY CENTRE,76,363.54,3777
01/02/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,282,436.02,13881
01/02/2017,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,220,603.19,10664
01/02/2017,P84016,LEVENSHULME MEDICAL PRACTICE,158,576.41,7640
01/02/2017,P84019,VALENTINE MEDICAL CENTRE,220,589.34,10602
01/02/2017,P84631,ARTANE MEDICAL CENTRE,54,150.16,2553
01/02/2017,P84056,PRINCESS ROAD SURGERY,102,203.62,4716
01/02/2017,P84070,NEWTON HEATH MEDICAL CENTRE,139,341.42,6301
01/02/2017,P84071,WILBRAHAM SURGERY,95,245.95,4305
01/02/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,307,1307.87,13605
01/02/2017,P84022,KINGSWAY MEDICAL PRACTICE,135,412.54,5981
01/02/2017,P84644,PARKSIDE SURGERY,103,346.96,4548
01/02/2017,P84684,JOLLY MEDICAL CENTRE,75,188.11,3308
01/02/2017,P84672,WOODLANDS MEDICAL PRACTICE,73,254.29,3184
01/02/2017,P84640,QUEENS MEDICAL CENTRE,65,210.8,2830
01/02/2017,P84605,FERNCLOUGH SURGERY,47,196.1,2031
01/02/2017,P84012,NORTHENDEN GROUP PRACTICE,244,983.25,10428
01/02/2017,P84052,WEST GORTON MEDICAL PRACTICE,154,374.14,6566
01/02/2017,Y02325,CHARLESTOWN MD,87,243.23,3673
01/02/2017,P84061,BROOKLANDS MEDICAL PRACTICE,142,511.78,5984
01/02/2017,P84623,ALEESHAN MEDICAL CENTRE,29,34.63,1206
01/02/2017,Y02960,NEW BANK HEALTH,142,432.72,5841
01/02/2017,P84037,DR CUNNINGHAM & PARTNERS,168,457.88,6771
01/02/2017,P84043,CORNISHWAY GROUP PRACTICE,229,631.98,9034
01/02/2017,P84067,HAZELDENE MEDICAL CENTRE,177,547.04,6744
01/02/2017,P84066,DAVID MEDICAL CENTRE,113,204.53,4248
01/02/2017,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,300,1104.35,11116
01/02/2017,P84679,WILLOWBANK SURGERY,48,92.58,1750
01/02/2017,P84032,DRS HANIF & BANNURU,179,465.02,6440
01/02/2017,P84047,DROYLSDEN RD FAMILY PRACTICE,128,456.08,4505
01/02/2017,P84004,FIVE OAKS FAMILIY PRACTICE,258,920.48,9056
01/02/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,197,645.25,6885
01/02/2017,P84074,WELLFIELD MEDICAL CENTRE,286,1202.18,9973
01/02/2017,P84626,WILMSLOW ROAD SURGERY,138,549.44,4792
01/02/2017,P84048,TREGENNA GROUP PRACTICE,189,380.01,6548
01/02/2017,P84020,PEEL HALL MEDICAL CENTRE,254,954.41,8721
01/02/2017,P84045,THE PARK MEDICAL CENTRE,150,317.41,5073
01/02/2017,P84639,FALLOWFIELD MEDICAL CENTRE,63,152.95,2118
01/02/2017,P84651,NORTHERN MOOR MEDICAL PRACTICE,104,419.43,3444
01/02/2017,P84024,BOWLAND MEDICAL PRACTICE,235,717.02,7710
01/02/2017,P84021,THE MAPLES MEDICAL CENTRE,255,818,8332
01/02/2017,Y01695,MP VICTORIA MILL,78,341.8,2488
01/02/2017,P84041,CORNERSTONE FAMILY PRACTICE,211,484.82,6712
01/02/2017,P84051,EASTLANDS MEDICAL CENTRE,171,611.82,5391
01/02/2017,P84645,PARK VIEW MEDICAL CENTRE,196,792.62,6092
01/02/2017,P84682,BURNAGE HEALTHCARE PRACTICE,74,120.15,2282
01/02/2017,P84062,BROOKDALE SURGERY,87,394.03,2551
01/02/2017,P84059,LIME SQUARE MEDICAL CENTRE,213,755.67,6097
01/02/2017,P84054,WHITLEY ROAD MEDICAL CENTRE,232,748.19,6604
01/02/2017,P84637,DR KHAN'S PRACTICE,94,228.64,2658
01/02/2017,P84049,THE AVENUE MEDICAL CENTRE,364,1139.83,10267
01/02/2017,P84040,CONRAN MEDICAL CENTRE,208,785.2,5847
01/02/2017,P84065,THE SINGH MEDICAL PRACTICE,141,323.75,3955
01/02/2017,P84690,DAM HEAD MEDICAL CENTRE,100,192.8,2730
01/02/2017,P84055,MERSEYBANK SURGERY,103,419.42,2665
01/02/2017,P84028,GORTON MEDICAL CENTRE,323,812.71,8331
01/02/2017,P84029,BENCHILL MEDICAL PRACTICE,385,1570.7,9570
01/02/2017,P84033,BEACON MEDICAL CENTRE,161,706.54,3850
01/02/2017,P84025,ST GEORGE'S MEDICAL CENTRE,307,882.51,6794
01/02/2017,Y02849,CITY HEALTH CENTRE,471,1541.77,9944
01/02/2017,P84014,RK MEDICAL PRACTICE,215,315.72,4497
01/02/2017,Y02890,HAWTHORN MC,335,1000.09,5089
01/03/2017,P84676,OSWALD ROAD MEDICAL PRACTICE,2,20.67,0
01/03/2017,P84018,MAULDETH MEDICAL CENTRE,47,65.13,6513
01/03/2017,P84683,THE DOC'S SURGERY,67,128.25,7477
01/03/2017,P84630,THE ARCH MEDICAL PRACTICE,157,585.29,16208
01/03/2017,P84023,SURREY LODGE PRACTICE,98,218.53,8595
01/03/2017,P84068,CHORLTON FAMILY PRACTICE,174,671.85,14711
01/03/2017,P84072,THE ROBERT DARBISHIRE PRACTICE,301,1088.79,21721
01/03/2017,P84034,BARLOW MEDICAL CENTRE,203,445.9,14119
01/03/2017,P84005,THE VALLANCE CENTRE,109,316.56,7481
01/03/2017,Y02520,SIMPSON MEDICAL PRACTICE,86,665.48,5898
01/03/2017,P84035,BODEY MEDICAL CENTRE,250,698.13,17080
01/03/2017,P84039,THE RANGE MEDICAL CENTRE,120,413.28,8139
01/03/2017,P84050,MOUNT ROAD SURGERY,118,606.5,7920
01/03/2017,P84669,CORNBROOK MEDICAL PRACTICE,171,500.85,11418
01/03/2017,P84038,ASHVILLE SURGERY,140,799.72,8923
01/03/2017,P84064,NEW ISLINGTON MEDICAL CENTRE,75,234.91,4775
01/03/2017,P84009,AILSA CRAIG MEDICAL CENTRE,163,810.97,10080
01/03/2017,P84027,WEST POINT MEDICAL CENTRE,123,476.78,7310
01/03/2017,P84017,LADYBARN GROUP PRACTICE,184,682.23,10563
01/03/2017,P84650,THE ALEXANDRA PRACTICE,99,519.36,5537
01/03/2017,P84070,NEWTON HEATH MEDICAL CENTRE,114,347.87,6301
01/03/2017,P84010,THE BORCHARDT MEDICAL CENTRE,190,743.59,10498
01/03/2017,P84689,LONGSIGHT MEDICAL PRACTICE,86,264.53,4710
01/03/2017,P84053,ASHCROFT SURGERY,156,714.49,8073
01/03/2017,P84652,CORKLAND ROAD MEDICAL PRACTICE,147,494.58,7536
01/03/2017,P84665,AL-SHIFA MEDICAL CENTRE,55,74.89,2795
01/03/2017,P84640,QUEENS MEDICAL CENTRE,58,260.8,2830
01/03/2017,P84616,MANCHESTER MEDICAL,148,603.32,7160
01/03/2017,P84022,KINGSWAY MEDICAL PRACTICE,125,279.7,5981
01/03/2017,P84673,ANCOATS URBAN VILLAGE MEDICAL PRACTICE,223,733.36,10664
01/03/2017,P84056,PRINCESS ROAD SURGERY,103,261.79,4716
01/03/2017,P84684,JOLLY MEDICAL CENTRE,73,201.76,3308
01/03/2017,P84061,BROOKLANDS MEDICAL PRACTICE,135,420.75,5984
01/03/2017,P84037,DR CUNNINGHAM & PARTNERS,153,465.41,6771
01/03/2017,P84635,THE WHITSWOOD PRACTICE,86,413.56,3760
01/03/2017,P84611,"DR CHIU, KOH AND GAN",138,251.55,5975
01/03/2017,P84012,NORTHENDEN GROUP PRACTICE,245,836.89,10428
01/03/2017,P84644,PARKSIDE SURGERY,110,416.78,4548
01/03/2017,Y02325,CHARLESTOWN MD,89,421.4,3673
01/03/2017,P84678,DIDSBURY MEDICAL CENTRE - DR WHITAKER,339,697.07,13881
01/03/2017,P84046,CHEETHAM HILL PRIMARY CARE CENTRE,273,1244.54,11116
01/03/2017,P84663,THE NEVILLE FAMILY CENTRE,94,371.09,3777
01/03/2017,P84042,FLORENCE HOUSE MEDICAL PRACTICE,218,586.34,8694
01/03/2017,P84030,NEW COLLEGIATE MEDICAL CENTRE,342,1471.45,13605
01/03/2017,P84004,FIVE OAKS FAMILIY PRACTICE,230,871.6,9056
01/03/2017,P84026,DICKENSON ROAD MEDICAL CENTRE,175,813.28,6885
01/03/2017,P84672,WOODLANDS MEDICAL PRACTICE,81,226.96,3184
01/03/2017,P84623,ALEESHAN MEDICAL CENTRE,31,37.68,1206
01/03/2017,P84071,WILBRAHAM SURGERY,111,267.58,4305
01/03/2017,P84067,HAZELDENE MEDICAL CENTRE,174,778.45,6744
01/03/2017,P84651,NORTHERN MOOR MEDICAL PRACTICE,89,321.07,3444
01/03/2017,P84043,CORNISHWAY GROUP PRACTICE,235,743.09,9034
01/03/2017,P84066,DAVID MEDICAL CENTRE,111,271.38,4248
01/03/2017,P84639,FALLOWFIELD MEDICAL CENTRE,56,80.3,2118
01/03/2017,P84631,ARTANE MEDICAL CENTRE,68,109.02,2553
01/03/2017,P84055,MERSEYBANK SURGERY,71,267.03,2665
01/03/2017,P84021,THE MAPLES MEDICAL CENTRE,224,856.27,8332
01/03/2017,P84626,WILMSLOW ROAD SURGERY,132,454.14,4792
01/03/2017,P84019,VALENTINE MEDICAL CENTRE,294,1044.09,10602
01/03/2017,P84032,DRS HANIF & BANNURU,180,564.29,6440
01/03/2017,P84074,WELLFIELD MEDICAL CENTRE,282,939.16,9973
01/03/2017,P84052,WEST GORTON MEDICAL PRACTICE,189,690.44,6566
01/03/2017,P84679,WILLOWBANK SURGERY,51,123.89,1750
01/03/2017,P84682,BURNAGE HEALTHCARE PRACTICE,67,181.29,2282
01/03/2017,Y02960,NEW BANK HEALTH,173,937.97,5841
01/03/2017,P84048,TREGENNA GROUP PRACTICE,195,572.69,6548
01/03/2017,P84016,LEVENSHULME MEDICAL PRACTICE,232,681.65,7640
01/03/2017,P84059,LIME SQUARE MEDICAL CENTRE,188,684.91,6097
01/03/2017,P84020,PEEL HALL MEDICAL CENTRE,269,1031.38,8721
01/03/2017,P84051,EASTLANDS MEDICAL CENTRE,168,499.56,5391
01/03/2017,P84605,FERNCLOUGH SURGERY,65,234.18,2031
01/03/2017,P84054,WHITLEY ROAD MEDICAL CENTRE,212,562.04,6604
01/03/2017,P84045,THE PARK MEDICAL CENTRE,165,537.14,5073
01/03/2017,Y01695,MP VICTORIA MILL,81,408.7,2488
01/03/2017,P84041,CORNERSTONE FAMILY PRACTICE,220,818,6712
